Duration_ms,PacketCount,PktCount,PktSum,PktMean,PktMin,PktMax,PktStd,IATCount,IATSum_ms,IATMean_ms,IATMin_ms,IATMax_ms,IATStd_ms,label
1134.071,6,6,516,86.0,60,210,55.498,5,1134.071,226.814,0.175,511.131,225.184,1
98.567,7,7,2415,345.0,60,1484,504.05,6,98.567,16.428,0.197,95.554,35.39,1
0.0,1,1,244,244.0,244,244,0.0,0,0.0,0.0,0.0,0.0,0.0,1
600064.382,39,39,1998,51.231,42,60,8.997,38,600064.382,15791.168,0.017,125324.05,24571.052,1
0.0,1,1,75,75.0,75,75,0.0,0,0.0,0.0,0.0,0.0,0.0,0
2937.422,12,12,2642,220.167,54,1354,369.5,11,2937.422,267.038,0.019,1858.052,518.211,0
0.0,1,1,109,109.0,109,109,0.0,0,0.0,0.0,0.0,0.0,0.0,1
29.569,2,2,172,86.0,86,86,0.0,1,29.569,29.569,29.569,29.569,0.0,1
16.623,5,5,451,90.2,60,205,57.447,4,16.623,4.156,0.467,13.471,5.425,1
0.0,1,1,83,83.0,83,83,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,176,176.0,176,176,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,76,76.0,76,76,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,138,138.0,138,138,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,93,93.0,93,93,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,99,99.0,99,99,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,2,2,156,78.0,66,90,12.0,1,0.0,0.0,0.0,0.0,0.0,0
2203.331,5,5,447,89.4,60,201,55.848,4,2203.331,550.833,0.426,1749.264,698.59,1
40.547,53,53,73059,1378.472,54,1514,420.108,52,40.547,0.78,0.001,10.88,2.447,1
411.219,3,3,174,58.0,54,66,5.657,2,411.219,205.609,0.076,411.143,205.534,0
0.0,1,1,145,145.0,145,145,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,76,76.0,76,76,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,74,74.0,74,74,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,84,84.0,84,84,0.0,0,0.0,0.0,0.0,0.0,0.0,1
97.558,5,5,450,90.0,60,204,57.047,4,97.558,24.39,0.433,94.888,40.706,1
0.0,1,1,144,144.0,144,144,0.0,0,0.0,0.0,0.0,0.0,0.0,0
96.199,5,5,743,148.6,54,515,183.259,4,96.199,24.05,0.12,92.22,39.365,1
0.0,1,1,85,85.0,85,85,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,368,368.0,368,368,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,77,77.0,77,77,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,312,312.0,312,312,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,116,116.0,116,116,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,150,150.0,150,150,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,113,113.0,113,113,0.0,0,0.0,0.0,0.0,0.0,0.0,0
73221.191,3,3,174,58.0,54,66,5.657,2,73221.191,36610.596,0.021,73221.17,36610.575,1
0.0,1,1,154,154.0,154,154,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,176,176.0,176,176,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,138,138.0,138,138,0.0,0,0.0,0.0,0.0,0.0,0.0,0
10.868,2,2,352,176.0,176,176,0.0,1,10.868,10.868,10.868,10.868,0.0,1
0.059,2,2,84,42.0,42,42,0.0,1,0.059,0.059,0.059,0.059,0.0,0
233.502,33,33,35679,1081.182,85,1292,420.243,32,233.502,7.297,0.0,65.998,14.215,0
5518.4,4,4,280,70.0,70,70,0.0,3,5518.4,1839.467,1314.613,2693.382,609.077,0
0.0,1,1,75,75.0,75,75,0.0,0,0.0,0.0,0.0,0.0,0.0,0
610.844,7,7,5233,747.571,86,1294,574.72,6,610.844,101.807,0.001,306.554,143.216,0
541.678,55,55,58314,1060.255,83,1292,454.388,54,541.678,10.031,0.0,200.22,32.791,0
882.304,1000,1000,1282931,1282.931,85,1292,96.994,999,882.304,0.883,0.0,155.266,6.155,0
9014.468,3,3,198,66.0,66,66,0.0,2,9014.468,4507.234,3014.357,6000.111,1492.877,1
11.763,5,5,812,162.4,54,584,210.851,4,11.763,2.941,0.013,5.838,2.747,1
4002.602,5,5,390,78.0,78,78,0.0,4,4002.602,1000.65,999.793,1001.176,0.516,0
138.183,8,8,6077,759.625,86,1294,559.95,7,138.183,19.74,0.001,72.211,30.176,0
0.0,1,1,88,88.0,88,88,0.0,0,0.0,0.0,0.0,0.0,0.0,0
96.741,5,5,743,148.6,54,515,183.259,4,96.741,24.185,0.066,92.79,39.617,1
1939.376,6,6,516,86.0,60,210,55.498,5,1939.376,387.875,0.202,1298.606,490.322,1
0.0,1,1,90,90.0,90,90,0.0,0,0.0,0.0,0.0,0.0,0.0,1
2729.797,106,106,36686,346.094,83,1292,428.487,105,2729.797,25.998,0.0,1067.789,104.948,0
931.183,155,155,20495,132.226,93,1292,201.256,154,931.183,6.047,0.003,225.722,19.696,0
77702.157,3,3,186,62.0,60,66,2.828,2,77702.157,38851.079,2.165,77699.992,38848.914,1
340.728,17,17,7314,430.235,86,1292,480.336,16,340.728,21.296,0.0,92.443,32.607,0
0.0,1,1,166,166.0,166,166,0.0,0,0.0,0.0,0.0,0.0,0.0,1
6004.964,8,8,1432,179.0,179,179,0.0,7,6004.964,857.852,0.252,2796.907,1224.014,1
12348.763,4,4,752,188.0,54,578,225.22,3,12348.763,4116.254,35.802,7287.623,3029.527,1
0.0,1,1,116,116.0,116,116,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,150,150.0,150,150,0.0,0,0.0,0.0,0.0,0.0,0.0,1
97.228,5,5,450,90.0,60,204,57.047,4,97.228,24.307,0.464,94.585,40.578,1
851.276,21,21,2416,115.048,54,396,97.758,20,851.276,42.564,0.037,249.567,70.579,0
0.0,1,1,76,76.0,76,76,0.0,0,0.0,0.0,0.0,0.0,0.0,1
60160.457,10,10,934,93.4,60,142,39.72,9,60160.457,6684.495,0.24,59953.355,18833.395,1
0.0,1,1,62,62.0,62,62,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,93,93.0,93,93,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,93,93.0,93,93,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,150,150.0,150,150,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,103,103.0,103,103,0.0,0,0.0,0.0,0.0,0.0,0.0,0
10203.577,3,3,242,80.667,78,86,3.771,2,10203.577,5101.788,5077.75,5125.827,24.038,0
0.0,1,1,129,129.0,129,129,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,97,97.0,97,97,0.0,0,0.0,0.0,0.0,0.0,0.0,0
109939.864,11,11,1362,123.818,60,296,103.014,10,109939.864,10993.986,0.195,60653.503,20085.878,1
83701.897,5,5,1080,216.0,54,852,318.034,4,83701.897,20925.474,0.359,60914.173,24890.979,1
0.0,1,1,107,107.0,107,107,0.0,0,0.0,0.0,0.0,0.0,0.0,0
10.89,5,5,812,162.4,54,584,210.851,4,10.89,2.723,0.007,5.374,2.646,1
0.0,1,1,221,221.0,221,221,0.0,0,0.0,0.0,0.0,0.0,0.0,0
110005.482,12,12,7381,615.083,54,1514,652.012,11,110005.482,10000.498,0.001,109427.504,31441.675,1
1188.497,6,6,516,86.0,60,210,55.498,5,1188.497,237.699,0.312,537.559,237.923,1
0.0,1,1,81,81.0,81,81,0.0,0,0.0,0.0,0.0,0.0,0.0,1
98.077,5,5,878,175.6,54,645,234.741,4,98.077,24.519,0.008,96.413,41.513,1
0.0,1,1,96,96.0,96,96,0.0,0,0.0,0.0,0.0,0.0,0.0,0
98.919,7,7,2409,344.143,60,1484,503.578,6,98.919,16.486,0.194,95.157,35.189,1
364.79,2,2,132,66.0,54,78,12.0,1,364.79,364.79,364.79,364.79,0.0,0
2672.967,11,11,5401,491.0,66,1354,549.043,10,2672.967,267.297,0.001,2127.844,629.053,0
0.0,1,1,97,97.0,97,97,0.0,0,0.0,0.0,0.0,0.0,0.0,0
923.272,7,7,2014,287.714,86,1287,413.841,6,923.272,153.879,0.0,312.468,153.121,0
101.313,6,6,510,85.0,60,204,53.263,5,101.313,20.263,0.072,99.451,39.597,1
0.0,1,1,62,62.0,62,62,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,77,77.0,77,77,0.0,0,0.0,0.0,0.0,0.0,0.0,1
96.18,7,7,840,120.0,54,499,154.782,6,96.18,16.03,0.003,94.292,35.005,1
0.0,1,1,96,96.0,96,96,0.0,0,0.0,0.0,0.0,0.0,0.0,0
10.755,5,5,812,162.4,54,584,210.851,4,10.755,2.689,0.074,5.264,2.544,1
4005.828,5,5,390,78.0,78,78,0.0,4,4005.828,1001.457,1001.049,1001.896,0.313,0
0.0,1,1,93,93.0,93,93,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,145,145.0,145,145,0.0,0,0.0,0.0,0.0,0.0,0.0,0
295.422,7,7,2394,342.0,60,1514,510.137,6,295.422,49.237,0.196,149.398,69.148,1
28.824,2,2,154,77.0,77,77,0.0,1,28.824,28.824,28.824,28.824,0.0,1
496.408,5,5,445,89.0,60,199,55.049,4,496.408,124.102,0.221,207.122,75.95,1
0.0,1,1,74,74.0,74,74,0.0,0,0.0,0.0,0.0,0.0,0.0,0
9022.796,3,3,198,66.0,66,66,0.0,2,9022.796,4511.398,3007.309,6015.487,1504.089,1
96.583,6,6,886,147.667,54,604,204.126,5,96.583,19.317,0.083,89.12,34.945,1
9012.661,3,3,198,66.0,66,66,0.0,2,9012.661,4506.331,3012.65,6000.011,1493.68,1
29.157,2,2,148,74.0,74,74,0.0,1,29.157,29.157,29.157,29.157,0.0,1
0.0,1,1,77,77.0,77,77,0.0,0,0.0,0.0,0.0,0.0,0.0,1
4003.825,5,5,390,78.0,78,78,0.0,4,4003.825,1000.956,1000.318,1001.652,0.473,0
944.391,13,13,4783,367.923,86,1354,459.515,12,944.391,78.699,0.006,321.998,132.681,0
9029.653,3,3,198,66.0,66,66,0.0,2,9029.653,4514.827,3013.875,6015.778,1500.951,1
2142.952,5,5,785,157.0,54,557,200.054,4,2142.952,535.738,0.022,1913.771,797.326,1
92189.051,33,33,2201,66.697,60,275,36.837,32,92189.051,2880.908,0.026,68168.093,11897.68,1
64543.551,804,804,1210607,1505.73,54,1514,100.932,803,64543.551,80.378,0.0,59483.543,2103.442,1
50.717,46,46,3443,74.848,60,427,65.414,45,50.717,1.127,0.027,11.537,2.717,1
482.276,5,5,445,89.0,60,199,55.049,4,482.276,120.569,0.477,193.997,72.289,1
0.0,1,1,76,76.0,76,76,0.0,0,0.0,0.0,0.0,0.0,0.0,1
9013.178,3,3,198,66.0,66,66,0.0,2,9013.178,4506.589,3012.967,6000.211,1493.622,1
0.0,1,1,93,93.0,93,93,0.0,0,0.0,0.0,0.0,0.0,0.0,0
3042.974,7,7,635,90.714,74,113,19.3,6,3042.974,507.162,6.145,2571.98,927.953,0
685.034,7,7,2022,288.857,86,1287,413.294,6,685.034,114.172,0.0,339.123,157.813,0
0.0,1,1,110,110.0,110,110,0.0,0,0.0,0.0,0.0,0.0,0.0,0
2.484,5,5,2292,458.4,60,1454,547.745,4,2.484,0.621,0.195,1.49,0.514,1
0.0,1,1,347,347.0,347,347,0.0,0,0.0,0.0,0.0,0.0,0.0,0
61688.444,16,16,1544,96.5,92,110,7.794,15,61688.444,4112.563,737.52,50542.224,12409.618,1
96.575,5,5,450,90.0,60,204,57.047,4,96.575,24.144,0.452,94.231,40.466,1
0.0,1,1,71,71.0,71,71,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,138,138.0,138,138,0.0,0,0.0,0.0,0.0,0.0,0.0,0
97.525,5,5,452,90.4,60,206,57.847,4,97.525,24.381,0.175,95.203,40.895,1
0.0,1,1,74,74.0,74,74,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1774.634,6,6,516,86.0,60,210,55.498,5,1774.634,354.927,0.173,1122.082,426.289,1
0.0,1,1,77,77.0,77,77,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,87,87.0,87,87,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,385,385.0,385,385,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,96,96.0,96,96,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,75,75.0,75,75,0.0,0,0.0,0.0,0.0,0.0,0.0,0
12349.065,6,6,2633,438.833,54,1514,515.77,5,12349.065,2469.813,0.007,7287.565,3094.165,1
1631.661,5,5,793,158.6,54,565,203.253,4,1631.661,407.915,0.158,938.597,366.717,1
1228.847,10,10,5858,585.8,66,1354,543.731,9,1228.847,136.539,0.001,448.549,167.795,0
99.04,2,2,280,140.0,140,140,0.0,1,99.04,99.04,99.04,99.04,0.0,1
40316.896,12,12,6639,553.25,54,1514,637.207,11,40316.896,3665.172,0.004,20306.341,7760.359,1
618.714,34,34,8006,235.471,92,1292,347.501,33,618.714,18.749,0.002,110.563,32.979,0
125.902,5,5,2304,460.8,60,1514,566.901,4,125.902,31.476,0.203,124.369,53.633,1
0.0,1,1,164,164.0,164,164,0.0,0,0.0,0.0,0.0,0.0,0.0,1
10.446,5,5,812,162.4,54,584,210.851,4,10.446,2.611,0.004,5.266,2.582,1
0.0,1,1,87,87.0,87,87,0.0,0,0.0,0.0,0.0,0.0,0.0,0
15.941,5,5,451,90.2,60,205,57.447,4,15.941,3.985,0.236,13.127,5.331,1
3075.611,11,11,1607,146.091,66,433,119.009,10,3075.611,307.561,0.001,2932.593,875.243,0
95.627,6,6,886,147.667,54,604,204.126,5,95.627,19.125,0.023,86.902,33.954,1
98.284,7,7,2409,344.143,60,1484,503.578,6,98.284,16.381,0.196,94.483,34.936,1
0.0,1,1,102,102.0,102,102,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,166,166.0,166,166,0.0,0,0.0,0.0,0.0,0.0,0.0,1
96.44,5,5,743,148.6,54,515,183.259,4,96.44,24.11,0.092,92.648,39.577,1
966.309,12,12,4673,389.417,86,1354,469.554,11,966.309,87.846,0.017,322.599,133.241,0
0.0,1,1,90,90.0,90,90,0.0,0,0.0,0.0,0.0,0.0,0.0,1
64113.327,29,29,31187,1075.414,54,1514,600.748,28,64113.327,2289.762,0.001,63811.323,11839.913,1
0.0,1,1,138,138.0,138,138,0.0,0,0.0,0.0,0.0,0.0,0.0,1
98.989,14,14,1316,94.0,60,265,63.564,13,98.989,7.615,0.026,86.726,22.864,1
0.0,1,1,224,224.0,224,224,0.0,0,0.0,0.0,0.0,0.0,0.0,0
320.167,4,4,970,242.5,54,796,319.601,3,320.167,106.722,33.365,143.444,51.871,1
0.0,1,1,62,62.0,62,62,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,116,116.0,116,116,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,81,81.0,81,81,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,111,111.0,111,111,0.0,0,0.0,0.0,0.0,0.0,0.0,1
607.144,7,7,2453,350.429,86,1354,443.952,6,607.144,101.191,0.015,303.857,142.811,0
1274.375,27,27,10714,396.815,83,1292,492.487,26,1274.375,49.014,0.0,309.796,107.689,0
0.0,1,1,71,71.0,71,71,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,75,75.0,75,75,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,77,77.0,77,77,0.0,0,0.0,0.0,0.0,0.0,0.0,1
157046.849,4,4,706,176.5,166,204,15.898,3,157046.849,52348.95,5345.736,137145.867,60078.236,1
124.929,5,5,2304,460.8,60,1514,566.901,4,124.929,31.232,0.142,123.773,53.429,1
0.001,2,2,2588,1294.0,1294,1294,0.0,1,0.001,0.001,0.001,0.001,0.0,0
0.0,1,1,155,155.0,155,155,0.0,0,0.0,0.0,0.0,0.0,0.0,1
0.0,1,1,136,136.0,136,136,0.0,0,0.0,0.0,0.0,0.0,0.0,0
79943.332,14,14,8573,612.357,54,1514,642.785,13,79943.332,6149.487,0.003,61222.524,16631.391,1
96.343,5,5,452,90.4,60,206,57.847,4,96.343,24.086,0.159,94.043,40.393,1
0.0,1,1,327,327.0,327,327,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,76,76.0,76,76,0.0,0,0.0,0.0,0.0,0.0,0.0,1
304.958,17,17,1989,117.0,60,691,153.099,16,304.958,19.06,0.024,235.345,57.351,1
40.971,2,2,280,140.0,140,140,0.0,1,40.971,40.971,40.971,40.971,0.0,1
97.164,5,5,743,148.6,54,515,183.259,4,97.164,24.291,0.057,92.423,39.347,1
97.642,5,5,743,148.6,54,515,183.259,4,97.642,24.41,0.037,93.108,39.673,1
474.351,5,5,445,89.0,60,199,55.049,4,474.351,118.588,0.225,174.327,69.188,1
0.0,1,1,100,100.0,100,100,0.0,0,0.0,0.0,0.0,0.0,0.0,0
10941.069,79,79,18705,236.772,93,1292,331.873,78,10941.069,140.27,0.015,7150.646,820.365,0
0.0,1,1,93,93.0,93,93,0.0,0,0.0,0.0,0.0,0.0,0.0,0
12.538,5,5,1085,217.0,54,857,320.034,4,12.538,3.135,0.154,8.438,3.151,1
0.0,1,1,74,74.0,74,74,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,100,100.0,100,100,0.0,0,0.0,0.0,0.0,0.0,0.0,1
976.972,11,11,6778,616.182,86,1294,582.021,10,976.972,97.697,0.001,322.923,138.037,0
0.0,1,1,86,86.0,86,86,0.0,0,0.0,0.0,0.0,0.0,0.0,1
15.123,5,5,451,90.2,60,205,57.447,4,15.123,3.781,0.189,12.91,5.312,1
0.0,1,1,79,79.0,79,79,0.0,0,0.0,0.0,0.0,0.0,0.0,0
110000.833,7,7,665,95.0,60,299,83.308,6,110000.833,18333.472,0.187,109987.048,40988.725,1
0.0,1,1,128,128.0,128,128,0.0,0,0.0,0.0,0.0,0.0,0.0,0
51.298,5,5,633,126.6,60,387,130.221,4,51.298,12.825,0.135,48.738,20.751,1
0.0,1,1,62,62.0,62,62,0.0,0,0.0,0.0,0.0,0.0,0.0,0
5072.062,2,2,164,82.0,78,86,4.0,1,5072.062,5072.062,5072.062,5072.062,0.0,0
0.0,1,1,116,116.0,116,116,0.0,0,0.0,0.0,0.0,0.0,0.0,0
0.0,1,1,165,165.0,165,165,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1044.143,5,5,793,158.6,54,565,203.253,4,1044.143,261.036,0.477,545.763,206.689,1
64543.632,809,809,50167,62.011,60,359,11.047,808,64543.632,79.881,0.025,59474.891,2096.195,1
0.0,1,1,176,176.0,176,176,0.0,0,0.0,0.0,0.0,0.0,0.0,1
276.484,20,20,6876,343.8,93,1292,474.501,19,276.484,14.552,0.002,125.079,29.726,0
